protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,58895,142.251.175.95,443,OUT.bound,https,,drivefrontend-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,
tcp,103.135.6.222,49967,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52614,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50635,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61520,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49997,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,57412,103.149.91.220,17057,OUT.bound,,established,,INTL.c,HK,AS142032 high family technology co.  limited,Guardicore - 03-12-2023,,2023-12-04T00:13:24.600000,
tcp,103.135.6.222,65413,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,63394,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50016,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,50602,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,56698,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,49763,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,63459,42.99.140.162,80,OUT.bound,http,established,,INTL.c,JP,AS4637 telstra global,,,,
tcp,103.135.6.222,61804,23.222.26.43,80,OUT.bound,http,established,,LOKAL.c,US,AS16625 akamai technologies  inc.,,,,Whitelisted IP
tcp,103.135.6.222,64903,190.2.153.202,40001,OUT.bound,,established,,INTL.c,NL,AS49981 worldstream b.v.,,,,
tcp,103.135.6.222,60548,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60967,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,51206,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61178,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51913,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49956,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,54350,202.152.1.209,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,51026,202.152.1.202,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,15390,184.150.49.113,80,OUT.bound,http,established,,INTL.c,CA,AS577 bell canada,,,,
tcp,103.135.6.222,55642,206.189.97.95,19135,OUT.bound,,established,,INTL.c,NL,AS14061 digitalocean  llc,IP Addresses Logged by the Rosethorn PotNet,Malicious activity detections from a small network of honeypots that spans multiple ISPs and geograp,2023-12-15T07:10:01.523000,
tcp,103.135.6.222,57522,23.50.232.215,80,OUT.bound,http,established,,INTL.c,SG,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,54130,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49171,118.98.77.104,80,OUT.bound,http,established,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,103.135.6.222,52431,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,57754,23.38.195.74,80,OUT.bound,http,established,,LOKAL.c,US,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
tcp,192.168.2.1,41546,47.246.158.125,443,OUT.bound,https,established,,LOKAL.c,US,AS45102 alibaba (us) technology co.  ltd.,,,,
tcp,103.135.6.222,54236,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,59800,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,58649,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.1.2,55942,23.48.173.19,443,OUT.bound,https,established,,LOKAL.c,US,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,56028,23.39.173.195,80,OUT.bound,http,established,,LOKAL.c,US,AS35994 akamai technologies  inc.,,,,Whitelisted IP
tcp,103.135.6.222,50255,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52882,20.198.118.190,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
tcp,192.168.2.1,41662,47.246.158.125,443,OUT.bound,https,established,,LOKAL.c,US,AS45102 alibaba (us) technology co.  ltd.,,,,
tcp,103.135.6.222,61748,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49182,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61250,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,53055,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,185.224.128.184,24415,103.135.6.222,80,IN.bound,http,established,,,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-12-14 Port Scan,,2023-12-14T22:59:14.943000,
tcp,103.135.6.222,50715,202.152.1.208,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,32860,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,64419,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60893,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,65195,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,58373,23.222.26.27,80,OUT.bound,http,established,,LOKAL.c,US,AS16625 akamai technologies  inc.,,,,Whitelisted IP
tcp,103.135.6.222,49771,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,62195,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,55257,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51332,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52763,157.240.208.60,443,OUT.bound,https,established,media-cgk1-1.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,52763,157.240.208.60,443,OUT.bound,https,established,mmx-ds.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,60456,202.152.1.201,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,56190,203.161.21.202,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60014,210.210.145.8,80,OUT.bound,http,established,,LOKAL.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,103.135.6.222,63440,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,63520,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,11434,23.39.173.168,80,OUT.bound,http,established,,LOKAL.c,US,AS35994 akamai technologies  inc.,,,,Whitelisted IP
tcp,103.135.6.222,53789,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,62466,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,52962,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,50285,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,64024,202.152.1.210,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
udp,103.135.6.222,50414,74.125.68.139,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,65068,185.74.7.91,18723,OUT.bound,,established,,INTL.c,UZ,AS202660 uzbektelekom joint stock company,Guardicore - 26-11-2023,,2023-11-27T00:14:16.022000,
tcp,103.135.6.222,52032,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,57389,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,65158,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,59865,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60492,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,63441,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,53648,74.125.24.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
tcp,103.135.6.222,51486,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,64571,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,51970,202.152.1.209,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,192.168.2.1,41656,47.246.158.125,443,OUT.bound,https,established,,LOKAL.c,US,AS45102 alibaba (us) technology co.  ltd.,,,,
tcp,103.135.6.222,49843,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,55202,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49778,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,57388,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,65028,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,64484,202.152.1.202,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,49643,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,35458,157.240.15.34,443,OUT.bound,https,established,,LOKAL.c,SG,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,103.135.6.222,60878,20.198.119.143,443,OUT.bound,https,established,wns.notify.trafficmanager.net,INTL.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,103.135.6.222,49476,20.198.118.190,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
tcp,103.135.6.222,64021,202.152.1.209,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,55005,23.39.173.160,80,OUT.bound,http,established,a122.dscg3.akamai.net,LOKAL.c,US,AS35994 akamai technologies  inc.,,,,Whitelisted IP
tcp,103.135.6.222,56210,118.98.77.104,80,OUT.bound,http,established,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,103.135.6.222,57391,103.149.91.220,17057,OUT.bound,,established,,INTL.c,HK,AS142032 high family technology co.  limited,Guardicore - 03-12-2023,,2023-12-04T00:13:24.600000,
tcp,103.135.6.222,56325,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,64886,23.38.195.209,80,OUT.bound,http,established,,LOKAL.c,US,AS7713 pt telekomunikasi indonesia,,,,Whitelisted IP
tcp,192.168.2.1,49892,74.125.24.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
tcp,103.135.6.222,50457,203.161.21.48,80,OUT.bound,http,established,a122.dscg3.akamai.net,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,41450,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
udp,103.135.6.222,61978,216.128.135.246,21116,OUT.bound,,,,INTL.c,US,AS20473 the constant company  llc,,,,
tcp,103.135.6.222,56826,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,56078,203.161.21.19,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,40584,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
tcp,103.135.6.222,60490,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,38500,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,192.168.2.1,41554,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,64753,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61631,184.28.235.216,80,OUT.bound,http,established,,INTL.c,SG,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,57152,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,53015,74.125.68.188,5228,OUT.bound,hpvroom,established,mobile-gtalk.l.google.com,LOKAL.c,,,,,,
tcp,103.135.6.222,13518,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,64172,202.152.1.201,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,64276,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,63160,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,56380,202.152.1.209,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,55865,210.210.145.9,80,OUT.bound,http,established,,LOKAL.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,103.135.6.222,61373,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,55270,210.210.145.9,80,OUT.bound,http,established,,LOKAL.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,103.135.6.222,50060,117.121.250.0,80,OUT.bound,http,established,,INTL.c,AU,AS22822 limelight networks  inc.,,,,
tcp,103.135.6.222,60447,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,54486,202.152.1.201,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,51971,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,64404,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49540,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,59347,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60256,157.240.208.3,443,OUT.bound,https,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,55154,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51606,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,58766,172.93.220.105,20127,OUT.bound,,established,,INTL.c,JP,AS23959 owl limited,Guardicore - 21-11-2023,,2023-11-22T00:14:51.357000,
tcp,103.135.6.222,50010,202.152.1.210,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,53898,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,62566,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,50245,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,49566,157.185.188.1,80,OUT.bound,http,established,la4lbg.uae2grp.ucweb.com,INTL.c,US,AS54994 quantil networks inc,,,,
tcp,103.135.6.222,59150,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,57665,157.240.208.60,443,OUT.bound,https,established,media-cgk1-1.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,57665,157.240.208.60,443,OUT.bound,https,established,mmx-ds.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,15308,184.150.49.155,80,OUT.bound,http,established,,INTL.c,CA,AS577 bell canada,,,,
tcp,103.135.6.222,52662,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,62130,17.253.118.201,443,OUT.bound,https,established,,INTL.c,SG,AS6185 apple inc.,,,,
tcp,103.135.6.222,63521,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,53158,23.58.127.82,80,OUT.bound,http,established,,INTL.c,CA,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,60141,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61182,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,9911,203.161.21.178,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,56686,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,60936,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,63220,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60311,117.121.250.0,80,OUT.bound,http,established,,INTL.c,AU,AS22822 limelight networks  inc.,,,,
tcp,103.135.6.222,55886,202.152.1.200,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,58362,23.222.26.43,80,OUT.bound,http,established,,LOKAL.c,US,AS16625 akamai technologies  inc.,,,,Whitelisted IP
tcp,103.135.6.222,53291,203.161.21.179,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52609,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,43364,43.153.234.32,443,OUT.bound,https,established,,INTL.c,CN,AS132203 tencent building  kejizhongyi avenue,,,,
tcp,103.135.6.222,60989,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,63268,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,43562,74.125.130.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,56479,202.152.1.201,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,64700,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49240,23.46.16.208,80,OUT.bound,http,established,,INTL.c,SG,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,40284,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
tcp,103.135.6.222,57189,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,56547,203.161.21.201,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51366,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,192.168.2.1,44304,157.240.208.3,443,OUT.bound,https,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,49412,20.198.118.190,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
